Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name
539384,KRISHNACAP,Krishna Capital and Securities Ltd,Active,X ,10,INE897B01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539391,ACME,Acme Resources Ltd,Active,Z ,10,INE636B01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539393,KCL,Kabra Commercial Ltd,Active,XT,10,INE926E01010,Trading Coal,Equity,Energy,"Oil, Gas & Consumable Fuels"
539398,VISHALBL,Vishal Bearings Ltd,Active,B ,10,INE060T01024,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
539399,BELLACASA,Bella Casa Fashion & Retail Ltd,Active,X ,10,INE344T01014,Garments & Apparels,Equity,Consumer Discretionary,Textiles
539400,MALLCOM,Mallcom (India) Ltd,Active,B ,10,INE389C01015,Other Industrial Products,Equity,Industrials,Capital Goods
539401,PJL,Patdiam Jewellery Ltd,Active,M ,10,INE473T01011,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
539402,NAKSH,Naksh Precious Metals Ltd,Active,B ,10,INE256S01012,Auto -Dealer,Equity,Consumer Discretionary,Automobile and Auto Components
539404,SATIN,Satin Creditcare Network Ltd,Active,B ,10,INE836B01017,Microfinance Institutions,Equity,Financial Services,Financial Services
539405,DITCO,Decorous Investment & Trading Co Ltd,Active,X ,10,INE183R01010,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
539406,SWAGTAM,Swagtam Trading & Services Ltd,Active,X ,10,INE150R01019,Trading & Distributors,Equity,Services,Services
539407,GENCON,Generic Engineering Construction and Projects Ltd,Active,B ,5,INE854S01022,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
539408,KUBERJI,Kuber Udyog Ltd,Active,XT,10,INE594R01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539409,NEERAJ,Neeraj Paper Marketing Ltd,Active,X ,10,INE894J01019,Trading & Distributors,Equity,Services,Services
539428,TEJNAKSH,Tejnaksh Healthcare Ltd,Active,X ,5,INE030T01027,Healthcare Service Provider,Equity,Healthcare,Healthcare
539434,BRIPORT,Brilliant Portfolios Ltd,Active,X ,10,INE661F01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539435,RFSL,Richfield Financial Services Ltd,Active,XT,10,INE201C01012,Other Financial Services,Equity,Financial Services,Financial Services
539436,COFFEEDAY,Coffee Day Enterprises Ltd,Active,T ,10,INE335K01011,Restaurants,Equity,Consumer Discretionary,Consumer Services
539437,IDFCFIRSTB,IDFC First Bank Ltd,Active,A ,10,INE092T01019,Private Sector Bank,Equity,Financial Services,Financial Services
539448,INDIGO,InterGlobe Aviation Ltd,Active,A ,10,INE646L01027,Airline,Equity,Services,Services
539449,IGCIL,IGC Industries Ltd,Active,XT,10,INE099S01016,Trading & Distributors,Equity,Services,Services
539450,SHK,S H Kelkar and Company Ltd,Active,B ,10,INE500L01026,Specialty Chemicals,Equity,Commodities,Chemicals
539455,ARYAVAN,Aryavan Enterprise Ltd,Active,X ,10,INE360S01012,Iron & Steel Products,Equity,Industrials,Capital Goods
539468,TFSL,Typhoon Financial Services Ltd,Active,X ,10,INE761R01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539469,PANORAMA,Panorama Studios International Ltd,Active,B ,2,INE258R01028,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
539470,SHREEGANES,Shree Ganesh Biotech (India) Ltd,Active,X ,1,INE051N01026,Biotechnology,Equity,Healthcare,Healthcare
539479,GTV,GTV Engineering Ltd,Active,X ,10,INE910R01016,Industrial Products,Equity,Industrials,Capital Goods
539480,LICNETFN50,LIC MF EXCHANGE TRADED FUND- NIFTY 50,Active,B ,10,INF767K01OS7, ,Equity,-,-
539487,LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX,Active,A ,10,INF767K01OT5, ,Equity,-,-
539488,TFLL,Tirupati Finlease Ltd,Active,XT,10,INE027S01017,Investment Company,Equity,Financial Services,Financial Services
539492,GARBIFIN,Garbi Finvest Ltd,Active,X ,10,INE721C01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539494,SMARTFIN,Smart Finsec Ltd,Active,X ,1,INE766D01020,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539495,RAJKOTINV,Rajkot Investment Trust Ltd,Active,X ,10,INE176R01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539506,ADCON,Adcon Capital Services Ltd,Active,X ,1,INE805Q01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539515,QUINT,Quint Digital Ltd,Active,X ,10,INE641R01017,Electronic Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
539516,HDFCNIFTY,HDFC NIFTY 50 ETF,Active,B ,76.13,INF179KC1965, ,Equity,-,-
539517,HDFCSENSEX,HDFC S&P BSE Sensex ETF,Active,A ,25.04,INF179KC1HX2, ,Equity,-,-
539518,UDAYJEW,Uday Jewellery Industries Ltd,Active,X ,10,INE551B01012,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
539519,SATTVASUKU,Sattva Sukun Lifecare Ltd,Active,X ,1,INE280E01038,Distributors,Equity,Consumer Discretionary,Consumer Services
539521,NAVIGANT,Navigant Corporate Advisors Ltd,Active,MT,10,INE364T01012,Other Financial Services,Equity,Financial Services,Financial Services
539522,GROVY,Grovy India Ltd,Active,X ,10,INE343C01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
539523,ALKEM,Alkem Laboratories Ltd,Active,A ,2,INE540L01014,Pharmaceuticals,Equity,Healthcare,Healthcare
539524,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A ,10,INE600L01024,Healthcare Service Provider,Equity,Healthcare,Healthcare
539526,SCTL,Suncare Traders Ltd,Active,X ,2,INE452S01025,Trading & Distributors,Equity,Services,Services
539527,CREATIVE,Creative Castings Ltd,Active,X ,10,INE146E01015,Castings & Forgings,Equity,Industrials,Capital Goods
539528,AAYUSH,Aayush Wellness Ltd,Active,XT,1,INE430R01023,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539533,ELITECON,Elitecon International Ltd,Active,XT,10,INE669R01018,Cigarettes & Tobacco Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539542,LUXIND,Lux Industries Ltd,Active,B ,2,INE150G01020,Garments & Apparels,Equity,Consumer Discretionary,Textiles
539543,VALLEY,Valley Magnesite Company Ltd,Active,X ,10,INE834E01016,Investment Company,Equity,Financial Services,Financial Services
539544,ABHIINFRA,Abhishek Infraventures Ltd,Active,X ,10,INE281P01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
539545,APOORVA,Apoorva Leasing Finance and Investment Company Ltd,Active,X ,10,INE217S01014,Other Financial Services,Equity,Financial Services,Financial Services
539546,AGRIBIO,Agribio Spirits Ltd,Active,X ,10,INE679E01015,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539551,NH,Narayana Hrudayalaya Ltd,Active,A ,10,INE410P01011,Hospital,Equity,Healthcare,Healthcare
539552,FMEC,F Mec International Financial Services Ltd,Active,XT,10,INE108T01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539559,DDIL,Deep Diamond India Ltd,Active,X ,1,INE005G01026,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
539560,ABHIJIT,Abhijit Trading Company Ltd,Active,XT,10,INE994N01019,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539561,REMLIFE,Remedium Lifecare Ltd,Active,XT,1,INE549S01036,Trading & Distributors,Equity,Services,Services
539562,AARNAV,Aarnav Fashions Ltd,Active,X ,10,INE750R01016,Trading - Textile Products,Equity,Consumer Discretionary,Textiles
539574,SCL,Sunshine Capital Ltd,Active,XT,1,INE974F01025,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539584,SIPTL,Sharanam Infraproject and Trading Ltd,Active,XT,1,INE104S01022,Trading & Distributors,Equity,Services,Services
539593,SHIVA,Shivansh Finserve Ltd,Active,X ,10,INE728Q01014,Other Financial Services,Equity,Financial Services,Financial Services
539594,MISHTANN,Mishtann Foods Ltd,Active,T ,1,INE094S01041,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539596,DELTA,Delta Industrial Resources Ltd,Active,X ,10,INE681Q01015,Other Financial Services,Equity,Financial Services,Financial Services
539598,CGFL,Credent Global Finance Ltd,Active,X ,2,INE727C01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539599,KEL,Kotia Enterprises Ltd,Active,XT,10,INE079C01012,Distributors,Equity,Consumer Discretionary,Consumer Services
539607,BLUECLOUDS,Blue Cloud Softech Solutions Ltd,Active,T ,1,INE373T01047,Software Products,Equity,Information Technology,Information Technology
539620,KEIL,Kanoria Energy & Infrastructure Ltd,Active,X ,5,INE534E01020,Cement & Cement Products,Equity,Commodities,Construction Materials
539621,BCLENTERPR,BCL Enterprises Ltd,Active,X ,1,INE368E01023,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539636,PRECAM,Precision Camshafts Ltd,Active,B ,10,INE484I01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
539658,TEAMLEASE,TeamLease Services Ltd,Active,A ,10,INE985S01024,Diversified Commercial Services,Equity,Services,Services
539659,KAMATS,Vikram Kamats Hospitality Ltd,Active,T ,10,INE564S01019,Restaurants,Equity,Consumer Discretionary,Consumer Services
539660,BESTAGRO,Best Agrolife Ltd,Active,T ,10,INE052T01013,Pesticides & Agrochemicals,Equity,Commodities,Chemicals
539661,ACEMEN,Ace Men Engg Works Ltd,Active,X ,10,INE023R01018,Distributors,Equity,Consumer Discretionary,Consumer Services
539662,BFLAFL,BFL Asset Finvest Ltd,Active,XT,10,INE948Q01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539669,RGF,RGF Capital Markets Ltd,Active,XT,1,INE684D01025,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539673,RCL,Radhagobind Commercial Ltd,Active,Z ,1,INE792P01020,Distributors,Equity,Consumer Discretionary,Consumer Services
539678,QUICKHEAL,Quick Heal Technologies Ltd,Active,B ,10,INE306L01010,Software Products,Equity,Information Technology,Information Technology
539679,KAPILRAJ,Kapil Raj Finance Ltd,Active,X ,1,INE332Q01023,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539680,GANGAPHARM,Ganga Pharmaceuticals Ltd,Active,M ,10,INE615T01017,Pharmaceuticals,Equity,Healthcare,Healthcare
539681,DAL,Dynamic Archistructures Ltd,Active,X ,10,INE874E01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539682,LUCENT,Lucent Industries Ltd,Active,T ,10,INE622Q01019,Education,Equity,Consumer Discretionary,Consumer Services
539683,SHIVKAMAL,Shivkamal Impex Ltd,Active,XT,10,INE429R01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539686,KPEL,K.P. Energy Ltd,Active,B ,5,INE127T01021,Power Generation,Equity,Utilities,Power
539691,RGCORP,Real Growth Corporation Ltd,Active,XT,10,INE836D01013,Trading & Distributors,Equity,Services,Services
539692,IFINSER,Interactive Financial Services Ltd,Active,XT,10,INE064T01018,Other Capital Market related Services,Equity,Financial Services,Financial Services
539697,HILIKS,Hiliks Technologies Ltd,Active,XT,10,INE966Q01010,Investment Company,Equity,Financial Services,Financial Services
539725,GOKULAGRO,Gokul Agro Resources Ltd,Active,B ,2,INE314T01025,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539730,FREDUN,Fredun Pharmaceuticals Ltd,Active,X ,10,INE194R01017,Pharmaceuticals,Equity,Healthcare,Healthcare
539742,SIMBHALS,Simbhaoli Sugars Ltd,Active,T ,10,INE748T01016,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539760,RELICAB,Relicab Cable Manufacturing Ltd,Active,T ,10,INE773T01014,Other Electrical Equipment,Equity,Industrials,Capital Goods
539761,VKAL,Vantage Knowledge Academy Ltd,Active,XT,1,INE427T01025,Education,Equity,Consumer Discretionary,Consumer Services
539762,MEAPL,Modern Engineering And Projects Ltd,Active,XT,10,INE250S01015,Civil Construction,Equity,Industrials,Construction
539767,MNIL,Mega Nirman and Industries Ltd,Active,X ,10,INE216Q01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
539770,DARJEELING,Darjeeling Ropeway Company Ltd,Active,XT,10,INE830S01014,Other Financial Services,Equity,Financial Services,Financial Services
539773,ADVIKCA,Advik Capital Ltd,Active,X ,1,INE178T01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539784,LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100,Active,B ,10,INF767K01PC8, ,Equity,-,-
539785,PDMJEPAPER,Pudumjee Paper Products Ltd,Active,T ,1,INE865T01018,Paper & Paper Products,Equity,Commodities,Forest Materials
539787,HCG,HealthCare Global Enterprises Ltd,Active,B ,10,INE075I01017,Hospital,Equity,Healthcare,Healthcare
539788,KDML,Khemani Distributors & Marketing Ltd,Active,MT,5,INE030U01025,Distributors,Equity,Consumer Discretionary,Consumer Services
539798,UMIYA,Umiya Tubes Ltd,Active,XT,10,INE173U01015,Iron & Steel Products,Equity,Industrials,Capital Goods
539799,BHARATWIRE,Bharat Wire Ropes Ltd,Active,B ,10,INE316L01019,Iron & Steel Products,Equity,Industrials,Capital Goods
539800,CHDCHEM,CHD Chemicals Ltd,Active,X ,10,INE043U01010,Trading - Chemicals,Equity,Commodities,Chemicals
539807,INFIBEAM,Infibeam Avenues Ltd,Active,A ,1,INE483S01020,Financial Technology (Fintech),Equity,Financial Services,Financial Services
539814,LELAVOIR,LE Lavoir Ltd,Active,XT,10,INE204S01012,Trading & Distributors,Equity,Services,Services
539819,MUDRA,Mudra Financial Services Ltd,Active,X ,10,INE967S01014,Other Financial Services,Equity,Financial Services,Financial Services
539834,BALGOPAL,Balgopal Commercial Ltd,Active,XT,10,INE119R01014,Trading & Distributors,Equity,Services,Services
539835,SUPERIOR,Superior Finlease Ltd,Active,X ,1,INE574R01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539837,RPEL,Raghav Productivity Enhancers Ltd,Active,B ,10,INE912T01018,Electrodes & Refractories,Equity,Industrials,Capital Goods
539839,FRANKLIN,Franklin Leasing and Finance Ltd,Active,M ,10,INE399S01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539841,LANCER,Lancer Container Lines Ltd,Active,T ,5,INE359U01028,Logistics Solution Provider,Equity,Services,Services
539843,NINSYS,NINtec Systems Ltd,Active,B ,10,INE395U01014,Computers - Software & Consulting,Equity,Information Technology,Information Technology
539854,HALDER,Halder Venture Ltd,Active,X ,10,INE115S01010,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539871,THYROCARE,Thyrocare Technologies Ltd,Active,B ,10,INE594H01019,Healthcare Service Provider,Equity,Healthcare,Healthcare
539872,BAJAJHCARE,Bajaj Healthcare Ltd,Active,B ,5,INE411U01027,Pharmaceuticals,Equity,Healthcare,Healthcare
539875,RSDFIN,RSD Finance Ltd,Active,X ,5,INE616F01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539876,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Active,A ,2,INE299U01018,Household Appliances,Equity,Consumer Discretionary,Consumer Durables
539883,PILANIINVS,Pilani Investment and Industries Corporation Ltd,Active,B ,10,INE417C01014,Holding Company,Equity,Financial Services,Financial Services
539884,DARSHANORNA,Darshan Orna Ltd,Active,XT,2,INE671T01028,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
539889,PARAGMILK,Parag Milk Foods Ltd,Active,B ,10,INE883N01014,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539894,MADHAVIPL,Madhav Infra Projects Ltd,Active,X ,1,INE631R01026,Civil Construction,Equity,Industrials,Construction
539895,SAGL,Shalimar Agencies Ltd,Active,XT,1,INE631E01024,Other Financial Services,Equity,Financial Services,Financial Services
539900,DIDL,Dalmia Industrial Development Ltd,Active,X ,10,INE642P01019,Trading & Distributors,Equity,Services,Services
539911,SNIM,Svarnim Trade Udyog Ltd,Active,X ,10,INE730R01042,Trading - Textile Products,Equity,Consumer Discretionary,Textiles
539917,NAGAFERT,Nagarjuna Fertilizers and Chemicals Ltd,Active,T ,1,INE454M01024,Fertilizers,Equity,Commodities,Chemicals
539921,SEIL,Shanti Educational Initiatives Ltd,Active,X ,1,INE440T01028,Education,Equity,Consumer Discretionary,Consumer Services
539927,LIKHAMI,Likhami Consulting Ltd,Active,XT,10,INE920T01011,Consulting Services,Equity,Services,Services
539938,MIL,Medico Intercontinental Ltd,Active,X ,10,INE858Q01019,Trading & Distributors,Equity,Services,Services
539939,YASHCHEM,Yash Chemex Ltd,Active,X ,10,INE571U01010,Trading - Chemicals,Equity,Commodities,Chemicals
539945,NV20IETF,ICICI Prudential Nifty50 Value 20 ETF,Active,B ,1,INF109KC11V0, ,Equity,-,-
539946,BAZELINTER,Bazel International Ltd,Active,X ,10,INE217E01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
539947,JLL,Jindal Leasefin Ltd,Active,X ,10,INE919T01013,Investment Company,Equity,Financial Services,Financial Services
539956,TAALENT,TAAL Enterprises Ltd,Active,X ,10,INE524T01011,Airline,Equity,Services,Services
539957,MGL,Mahanagar Gas Ltd,Active,A ,10,INE002S01010,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels"
539963,ZEAL,Zeal Aqua Ltd,Active,X ,1,INE819S01025,Seafood,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539978,QUESS,Quess Corp Ltd,Active,A ,10,INE615P01015,Diversified Commercial Services,Equity,Services,Services
539979,DIGJAMLMTD,Digjam Ltd,Active,T ,10,INE731U01028,Other Textile Products,Equity,Consumer Discretionary,Textiles
539980,MIDSELIETF,ICICI Prudential BSE Midcap Select ETF,Active,B ,1,INF109KC10W0, ,Equity,-,-
539984,HUIL,Hindusthan Urban Infrastructure Ltd,Active,X ,10,INE799B01017,Other Electrical Equipment,Equity,Industrials,Capital Goods
539985,TITAANIUM,Titaanium Ten Enterprise Ltd,Active,MT,10,INE120V01014,Other Textile Products,Equity,Consumer Discretionary,Textiles
539986,COMSYN,Commercial Syn Bags Ltd,Active,B ,10,INE073V01015,Packaging,Equity,Industrials,Capital Goods
539991,CFEL,Confidence Futuristic Energetech Ltd,Active,X ,5,INE700F01024,Trading & Distributors,Equity,Services,Services
539992,LLOYDSENGG,Lloyds Engineering Works Ltd,Active,A ,1,INE093R01011,Industrial Products,Equity,Industrials,Capital Goods
539997,KPL,Kwality Pharmaceuticals Ltd,Active,B ,10,INE552U01010,Pharmaceuticals,Equity,Healthcare,Healthcare
540005,LTIM,LTIMindtree Ltd,Active,A ,1,INE214T01019,Computers - Software & Consulting,Equity,Information Technology,Information Technology
540006,EASTWEST,East West Freight Carriers Ltd,Active,X ,2,INE595R01023,Logistics Solution Provider,Equity,Services,Services
540008,BSLSENETFG,Aditya Birla Sun Life BSE Sensex ETF,Active,A ,1,INF209KB10E8, ,Equity,-,-
540023,COLORCHIPS,Colorchips New Media Ltd,Active,X ,10,INE621I01042,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
540025,ADVENZYMES,Advanced Enzyme Technologies Ltd,Active,A ,2,INE837H01020,Biotechnology,Equity,Healthcare,Healthcare
540026,LAHL,Ladam Affordable Housing Ltd,Active,XT,5,INE213U01019,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty
540047,DBL,Dilip Buildcon Ltd,Active,A ,10,INE917M01012,Civil Construction,Equity,Industrials,Construction
540048,SPAL,S.P. Apparels Ltd,Active,B ,10,INE212I01016,Garments & Apparels,Equity,Consumer Discretionary,Textiles
540061,BIGBLOC,Bigbloc Construction Ltd,Active,B ,2,INE412U01025,Cement & Cement Products,Equity,Commodities,Construction Materials
540062,GOLDENCREST,Golden Crest Education & Services Ltd,Active,XT,10,INE222U01010,Education,Equity,Consumer Discretionary,Consumer Services
540063,ECS,ECS Biztech Ltd,Active,X ,10,INE925Q01024,Computers - Software & Consulting,Equity,Information Technology,Information Technology
540065,RBLBANK,RBL Bank Ltd,Active,A ,10,INE976G01028,Private Sector Bank,Equity,Financial Services,Financial Services
540066,AMS,AMS Polymers Ltd,Active,XT,10,INE345U01019,Specialty Chemicals,Equity,Commodities,Chemicals
540072,SHIVAEXPO,Shiva Granito Export Ltd,Active,M ,10,INE191V01015,Other Construction Materials,Equity,Commodities,Construction Materials
540073,BLS,BLS International Services Ltd,Active,A ,1,INE153T01027,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services
540078,MITSU,Mitsu Chem Plast Ltd,Active,B ,10,INE317V01016,Packaging,Equity,Industrials,Capital Goods
540079,SPRAYKING,Sprayking Ltd,Active,B ,2,INE537U01029,Other Industrial Products,Equity,Industrials,Capital Goods
540080,DHATRE,Dhatre Udyog Ltd,Active,X ,1,INE715T01031,Iron & Steel Products,Equity,Industrials,Capital Goods
540081,SABEVENTS,SAB Events & Governance Now Media Ltd,Active,T ,10,INE860T01019,Electronic Media,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
540082,RSTL,Riddhi Steel and Tube Ltd,Active,MT,10,INE367U01013,Iron & Steel Products,Equity,Industrials,Capital Goods
540083,TVVISION,TV Vision Ltd,Active,T ,10,INE871L01013,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
540097,GAMCO,Gamco Ltd,Active,X ,2,INE890S01026,Other Financial Services,Equity,Financial Services,Financial Services
540108,TIAANC,Tiaan Consumer Ltd,Active,Z ,10,INE864T01011,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
540115,LTTS,L&T Technology Services Ltd,Active,A ,2,INE010V01017,IT Enabled Services,Equity,Information Technology,Information Technology
540124,GNA,G N A Axles Ltd,Active,B ,10,INE934S01014,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
540125,RADHIKAJWE,Radhika Jeweltech Ltd,Active,B ,2,INE583V01021,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
540132,SIIL,Sabrimala Industries India Ltd,Active,XT,10,INE400R01018,Trading & Distributors,Equity,Services,Services
540133,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Active,A ,10,INE726G01019,Life Insurance,Equity,Financial Services,Financial Services
540134,IISL,Ishaan Infrastructures and Shelters Ltd,Active,XT,10,INE818R01011,Civil Construction,Equity,Industrials,Construction
540135,ARCFIN,ARC Finance Ltd,Active,XT,1,INE202R01026,Other Financial Services,Equity,Financial Services,Financial Services
540136,HPL,HPL Electric & Power Ltd,Active,B ,10,INE495S01016,Industrial Products,Equity,Industrials,Capital Goods
540143,SAGARSOFT,Sagarsoft (India) Ltd,Active,X ,10,INE184B01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology
540144,DRA,DRA Consultants Ltd,Active,MT,10,INE746V01016,Consulting Services,Equity,Services,Services
540145,VALIANTORG,Valiant Organics Ltd,Active,B ,10,INE565V01010,Specialty Chemicals,Equity,Commodities,Chemicals
540146,ACML,Aditya Consumer Marketing Ltd,Active,MT,10,INE427V01013,Diversified Retail,Equity,Consumer Discretionary,Consumer Services
540147,SHASHIJIT,Shashijit Infraprojects Ltd,Active,T ,2,INE700V01021,Civil Construction,Equity,Industrials,Construction
540148,BINDALEXPO,Bindal Exports Ltd,Active,MT,10,INE564V01013,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
540150,MHEL,Mewar Hi-Tech Engineering Ltd,Active,MT,10,INE957U01011,Civil Construction,Equity,Industrials,Construction
540151,DIKSAT,Diksat Transworld Ltd,Active,M ,10,INE942P01013,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
540153,ENDURANCE,Endurance Technologies Ltd,Active,A ,10,INE913H01037,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components
540154,IDFSENSEXE,Bandhan S&P BSE SENSEX ETF,Active,A ,10,INF194KA1T91, ,Equity,-,-
540159,PURPLE,Purple Entertainment Ltd,Active,X ,10,INE905R01016,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication"
540168,SUPRAPFSL,Supra Pacific Financial Services Ltd,Active,X ,10,INE268T01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
540173,PNBHOUSING,PNB Housing Finance Ltd,Active,A ,10,INE572E01012,Housing Finance Company,Equity,Financial Services,Financial Services
540174,SOUTHERNIN,Southern Infosys Ltd,Active,X ,10,INE298B01010,Computers - Software & Consulting,Equity,Information Technology,Information Technology
540175,REGENCY,Regency Fincorp Ltd,Active,X ,10,INE964R01013,Other Financial Services,Equity,Financial Services,Financial Services
540180,VBL,Varun Beverages Ltd,Active,A ,2,INE200M01039,Other Beverages,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods
540181,SALEM,Salem Erode Investments Ltd,Active,X ,1,INE894E01028,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
540190,FRANKLININD,Franklin Industries Ltd,Active,X ,1,INE789R01022,Trading & Distributors,Equity,Services,Services
540192,LKPSEC,LKP Securities Ltd,Active,X ,2,INE341H01023,Stockbroking & Allied,Equity,Financial Services,Financial Services
540198,OSIAJEE,Osiajee Texfab Ltd,Active,XT,10,INE186R01013,Other Textile Products,Equity,Consumer Discretionary,Textiles
540199,CMBL,Corporate Merchant Bankers Ltd,Active,XT,10,INE850R01014,Other Financial Services,Equity,Financial Services,Financial Services
540203,SFL,Sheela Foam Ltd,Active,A ,5,INE916U01025,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables
540204,EIKO,Eiko Lifesciences Ltd,Active,X ,10,INE666Q01016,Specialty Chemicals,Equity,Commodities,Chemicals
540205,AVL,Aditya Vision Ltd,Active,B ,1,INE679V01027,Speciality Retail,Equity,Consumer Discretionary,Consumer Services
540210,HEADSUP,Heads UP Ventures Ltd,Active,T ,10,INE759V01019,Trading - Textile Products,Equity,Consumer Discretionary,Textiles
540212,TCIEXP,TCI Express Ltd,Active,B ,2,INE586V01016,Logistics Solution Provider,Equity,Services,Services
540221,SHASHANK,Shashank Traders Ltd,Active,X ,10,INE508R01018,Trading & Distributors,Equity,Services,Services
540222,LAURUSLABS,Laurus Labs Ltd,Active,A ,2,INE947Q01028,Pharmaceuticals,Equity,Healthcare,Healthcare
540243,NEWLIGHT,New Light Apparels Ltd,Active,XT,1,INE835U01027,Trading & Distributors,Equity,Services,Services
540252,VSL,Veeram Securities Ltd,Active,B ,2,INE607V01028,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
540254,MTPL,Marg Techno Projects Ltd,Active,X ,10,INE245H01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
540266,GLCL,Globe Commercials Ltd,Active,Z ,10,INE804Q01013,Trading & Distributors,Equity,Services,Services
540267,FLORACORP,Flora Corporation Ltd,Active,X ,10,INE318U01016,Trading & Distributors,Equity,Services,Services
540268,TRU,TruCap Finance Ltd,Active,T ,2,INE615R01029,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services
540269,SKL,Super Fine Knitters Ltd,Active,MT,10,INE459U01018,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables
